year_month, ward, ward_area, hoseholds, households_composition_rate, population_total, population_males, population_females, population_composition_ratio, change_from_previous_month, change_from_previous_year, population_density, males_per_100_females
2024_1, 東灘区, 34.0, 103183, 13.8,210339, 97681, 112658, 14.0, -112, -1386, 6181.0, 86.7
2024_1, 灘区, 32.7, 71176,	9.5, 135883, 63161,	72722, 9.1,	-33,-547, 4160.5, 86.9
2024_1, 中央区, 29.0, 93913, 12.6, 148964, 69119, 79845, 9.9, -95, 864, 5138.5, 86.6,
2024_1, 兵庫区, 14.7, 64013, 8.6, 109627, 53183, 56444, 7.3, -90, -75, 7472.9, 94.2,
2024_1, 北区, 240.3, 89935, 12.1, 205625, 96932, 108693, 13.7, -179, -2076, 855.7, 89.2,
2024_1, 長田区, 11.4, 50512, 6.8, 92913, 43880, 49033, 6.2, -170, -675, 8179.0, 89.5,
2024_1, 須磨区, 28.9, 74365, 10.0, 154689, 70993, 83696, 10.3, -104, -1679, 5347.0, 84.8,
2024_1, 垂水区, 28.1, 96889, 13.0, 207908, 96255, 111653, 13.9, -82, -2266, 7396.2, 86.2,
2024_1, 西区, 138.0, 101598, 13.6, 231854, 111358, 120496, 15.5, -158, -2566, 1680.0, 92.4,
